id,isResult,side,h,a,goals,xG,datetime,forecast,result
28784,True,h,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '0', 'a': '0'}","{'h': '1.36793', 'a': '1.03414'}",2025-08-17 13:00:00,"{'w': 0.4446934327004836, 'd': 0.27167486603143853, 'l': 0.28363170124421044}",d
28788,True,a,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '1', 'a': '5'}","{'h': '0.978572', 'a': '3.94997'}",2025-08-22 19:00:00,"{'w': 0.047236687380109256, 'd': 0.0771408374116434, 'l': 0.8756051947442501}",w
28798,True,h,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'h': '2', 'a': '0'}","{'h': '2.4324', 'a': '0.736228'}",2025-08-30 11:30:00,"{'w': 0.7479875008854081, 'd': 0.15862448807229243, 'l': 0.0933879622358464}",w
28815,True,a,"{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '2', 'a': '2'}","{'h': '1.17533', 'a': '0.755999'}",2025-09-13 19:00:00,"{'w': 0.45774873904667024, 'd': 0.3053538561974763, 'l': 0.23689740475297427}",d
28824,True,a,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '2', 'a': '1'}","{'h': '1.34458', 'a': '0.469843'}",2025-09-20 16:30:00,"{'w': 0.5874905610857603, 'd': 0.28330646085609706, 'l': 0.12920297803968067}",l
28829,True,h,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'h': '1', 'a': '3'}","{'h': '2.02653', 'a': '2.4751'}",2025-09-27 14:00:00,"{'w': 0.3234109123287315, 'd': 0.19036956604258087, 'l': 0.4862194561237155}",l
28842,True,h,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '2', 'a': '1'}","{'h': '1.23721', 'a': '2.05981'}",2025-10-04 16:30:00,"{'w': 0.2251886918639248, 'd': 0.2113427199378644, 'l': 0.5634685824952242}",w
28854,True,a,"{'id': '249', 'title': 'Nottingham Forest', 'short_title': 'NOT'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '0', 'a': '3'}","{'h': '2.0555', 'a': '2.5583'}",2025-10-18 11:30:00,"{'w': 0.31641772382020134, 'd': 0.18701314566999855, 'l': 0.49656903239081907}",w
