match_id,date,league,season,team,opponent,venue,goals_for,goals_against,xg_for,xg_against,shots_for,shots_against,result
19649,2022-08-06 15:00:00,Ligue_1,2022,Strasbourg,Monaco,Home,1,2,1.39118,2.47965,11,24,l
19666,2022-08-14 15:05:00,Ligue_1,2022,Strasbourg,Nice,Away,1,1,1.57207,1.51022,9,13,d
19675,2022-08-21 11:00:00,Ligue_1,2022,Strasbourg,Reims,Home,1,1,1.44615,2.03506,12,12,d
19679,2022-08-27 15:00:00,Ligue_1,2022,Strasbourg,Auxerre,Away,0,1,1.65529,0.770114,14,7,l
19695,2022-08-31 17:00:00,Ligue_1,2022,Strasbourg,Nantes,Home,1,1,0.260394,0.582194,5,12,d
19705,2022-09-04 13:00:00,Ligue_1,2022,Strasbourg,Brest,Away,1,1,2.65304,0.726914,10,11,d
19715,2022-09-11 11:00:00,Ligue_1,2022,Strasbourg,Clermont Foot,Home,0,0,2.60466,0.959426,12,10,d
19722,2022-09-17 15:00:00,Ligue_1,2022,Strasbourg,Montpellier,Away,1,2,0.617378,1.8232,8,10,l
19735,2022-10-01 15:00:00,Ligue_1,2022,Strasbourg,Rennes,Home,1,3,1.15088,2.24201,9,17,l
19738,2022-10-09 13:00:00,Ligue_1,2022,Strasbourg,Angers,Away,3,2,2.88307,2.08828,15,15,w
19754,2022-10-14 19:00:00,Ligue_1,2022,Strasbourg,Lille,Home,0,3,0.366401,2.59097,12,10,l
19766,2022-10-23 13:00:00,Ligue_1,2022,Strasbourg,Toulouse,Away,2,2,1.63235,1.86579,11,17,d
19775,2022-10-29 19:00:00,Ligue_1,2022,Strasbourg,Marseille,Home,2,2,0.890654,1.93874,12,14,d
19778,2022-11-05 16:00:00,Ligue_1,2022,Strasbourg,Ajaccio,Away,2,4,0.670138,3.68734,9,12,l
19795,2022-11-13 16:05:00,Ligue_1,2022,Strasbourg,Lorient,Home,1,1,1.84883,0.877509,20,6,d
19804,2022-12-28 20:00:00,Ligue_1,2022,Strasbourg,Paris Saint Germain,Away,1,2,1.1354,2.11764,12,11,l
19815,2023-01-02 14:00:00,Ligue_1,2022,Strasbourg,Troyes,Home,2,3,1.15328,1.32781,17,9,l
19825,2023-01-11 20:00:00,Ligue_1,2022,Strasbourg,Lens,Home,2,2,1.15467,1.5001,9,15,d
19832,2023-01-14 20:00:00,Ligue_1,2022,Strasbourg,Lyon,Away,2,1,1.15481,2.46849,8,28,w
19845,2023-01-29 14:00:00,Ligue_1,2022,Strasbourg,Toulouse,Home,1,2,0.899943,2.05016,11,10,l
19855,2023-02-01 20:00:00,Ligue_1,2022,Strasbourg,Rennes,Away,0,3,0.141426,1.25645,3,6,l
19864,2023-02-05 14:00:00,Ligue_1,2022,Strasbourg,Montpellier,Home,2,0,1.51625,0.613708,6,11,w
19872,2023-02-12 14:00:00,Ligue_1,2022,Strasbourg,Lille,Away,0,2,0.174274,3.65427,5,14,l
19883,2023-02-18 20:00:00,Ligue_1,2022,Strasbourg,Angers,Home,2,1,1.94958,1.04967,18,10,w
19891,2023-02-26 14:00:00,Ligue_1,2022,Strasbourg,Clermont Foot,Away,1,1,0.920081,1.74774,11,11,d
19903,2023-03-05 14:00:00,Ligue_1,2022,Strasbourg,Brest,Home,0,1,0.983616,0.585063,17,8,l
19916,2023-03-12 19:45:00,Ligue_1,2022,Strasbourg,Marseille,Away,2,2,2.2222,1.67973,24,7,d
19924,2023-03-19 14:00:00,Ligue_1,2022,Strasbourg,Auxerre,Home,2,0,2.88267,0.945437,13,8,w
19929,2023-04-02 15:05:00,Ligue_1,2022,Strasbourg,Monaco,Away,3,4,1.55623,1.40127,13,10,l
19945,2023-04-07 19:00:00,Ligue_1,2022,Strasbourg,Lens,Away,1,2,0.580047,1.31665,13,13,l
19954,2023-04-16 13:00:00,Ligue_1,2022,Strasbourg,Ajaccio,Home,3,1,1.59182,0.478923,12,8,w
19967,2023-04-23 11:00:00,Ligue_1,2022,Strasbourg,Reims,Away,2,0,1.33348,1.13179,9,15,w
19973,2023-04-30 19:00:00,Ligue_1,2022,Strasbourg,Lyon,Home,1,2,1.68749,0.889805,11,7,l
19982,2023-05-07 13:00:00,Ligue_1,2022,Strasbourg,Nantes,Away,2,0,1.94833,0.815995,8,13,w
19994,2023-05-13 15:00:00,Ligue_1,2022,Strasbourg,Nice,Home,2,0,1.67065,0.360576,12,9,w
20007,2023-05-21 13:00:00,Ligue_1,2022,Strasbourg,Troyes,Away,1,1,2.30022,0.706571,16,8,d
20015,2023-05-27 19:00:00,Ligue_1,2022,Strasbourg,Paris Saint Germain,Home,1,1,1.33636,1.16057,17,7,d
20022,2023-06-03 17:00:00,Ligue_1,2022,Strasbourg,Lorient,Away,1,2,0.851717,0.489883,15,5,l
